squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
4750.0,51.0,0,1,3,87772.0,7,6,2002,1,1,2669,7729,552,1,3,478917.2
25694.0,75.0,1,1,96,92610.0,6,3,2003,1,0,4526,1695,257,0,4,2579016.3
98390.0,47.0,1,1,19,41275.0,5,4,2006,0,1,7835,8823,310,1,2,9849668.6
42272.0,8.0,1,0,15,22439.0,10,4,2017,1,0,6622,3306,733,0,5,4232650.7
72170.0,33.0,0,1,86,43206.0,5,7,2020,1,0,1139,760,627,0,5,7229974.0
26872.0,88.0,1,0,24,11539.0,5,2,2001,1,1,511,3737,718,1,9,2692017.1
29465.0,89.0,0,0,31,91289.0,6,9,1990,1,0,8262,2890,842,0,4,2948873.0
20197.0,64.0,1,0,97,7965.0,7,7,1990,0,1,6461,2859,138,0,6,2027294.0
23107.0,81.0,1,0,54,75314.0,5,7,1995,1,0,8101,2580,916,1,0,2316366.5
53077.0,84.0,1,0,92,83232.0,4,2,2012,0,0,5494,208,110,0,0,5317242.2
62805.0,89.0,0,1,67,53836.0,3,7,1999,0,1,9898,1555,877,0,8,6288112.9
68143.0,87.0,0,0,14,67586.0,8,8,2018,0,0,2675,4544,994,1,9,6816133.8
16247.0,71.0,0,0,95,6358.0,8,4,1990,0,0,8238,4493,957,0,4,1634324.0
65822.0,14.0,0,0,59,2582.0,5,7,2006,1,0,6182,6662,946,0,5,6588632.6
19838.0,64.0,1,1,48,35409.0,3,10,2004,0,1,3931,5303,155,0,8,1993919.4
11362.0,53.0,1,1,96,74144.0,7,5,2012,0,1,9242,9662,914,1,7,1144566.2
59009.0,42.0,0,1,88,70478.0,6,5,2006,1,1,6191,4612,375,0,6,5908459.6
9372.0,49.0,0,0,17,41151.0,6,9,2006,0,0,4555,9453,715,1,10,938856.6
24623.0,40.0,1,0,75,53020.0,5,5,1993,0,0,7639,9941,860,1,7,2469572.3
56774.0,50.0,1,0,23,45524.0,7,4,1995,1,0,5989,186,469,0,3,5682955.5
21748.0,5.0,0,1,29,75041.0,9,6,1991,1,0,6703,5408,812,0,10,2180962.1
23321.0,35.0,1,0,37,32589.0,1,2,1991,0,0,7618,1182,253,0,5,2335697.1
76635.0,6.0,1,1,1,73981.0,2,5,1999,0,0,981,5857,949,1,1,7669791.9
2685.0,31.0,1,1,35,59357.0,6,1,2010,1,0,5553,5076,188,0,9,274819.0
24559.0,49.0,1,0,60,54897.0,6,5,2020,0,0,4962,4583,273,0,4,2459871.0
1308.0,38.0,1,0,68,92571.0,9,3,2005,0,1,8261,195,772,1,7,141631.5
45521.0,19.0,1,0,12,47541.0,8,3,2009,1,1,4128,1219,588,1,7,4558227.9
46276.0,33.0,0,1,67,23557.0,9,5,2004,1,0,9148,4860,736,0,10,4632070.4
78960.0,55.0,0,1,76,23408.0,8,4,2015,1,1,7126,5012,974,1,0,7900996.5
13696.0,8.0,0,0,40,16192.0,7,8,2003,1,1,905,5498,398,0,10,1371950.3
77346.0,34.0,0,1,43,12919.0,6,1,2010,1,1,5367,6179,138,0,4,7738601.0
91623.0,96.0,1,0,98,51837.0,7,3,1993,0,0,384,6491,737,0,8,9175404.3
53671.0,16.0,1,0,95,6249.0,9,10,2017,1,1,5731,5941,139,0,3,5378022.7
22334.0,5.0,0,1,49,96183.0,7,9,2017,1,1,948,9949,113,0,5,2239252.7
82292.0,53.0,1,1,99,31628.0,6,1,1999,1,0,2025,904,760,1,9,8242155.9
72343.0,10.0,1,0,69,65855.0,9,5,1996,1,0,706,9452,415,1,3,7242431.6
31042.0,48.0,0,0,53,34588.0,9,6,2003,1,0,907,3418,162,1,5,3109396.3
25532.0,94.0,0,0,25,9864.0,5,1,2006,1,1,6959,4906,235,1,3,2555050.6
26750.0,42.0,1,0,74,55441.0,3,7,1992,0,1,3650,9895,345,0,10,2678911.2
49634.0,81.0,1,1,90,27843.0,9,5,2021,1,1,7859,8936,513,0,1,4972427.1
88828.0,41.0,0,1,77,36625.0,10,10,2014,0,1,5454,270,104,1,0,8887849.4
93734.0,17.0,1,1,62,29088.0,5,4,1999,0,1,2504,3891,325,0,2,9385146.9
36988.0,97.0,0,1,87,159.0,1,9,2007,1,1,7454,1792,546,1,2,3705539.7
54901.0,65.0,0,1,71,86028.0,2,9,1994,1,0,3885,6057,380,0,10,5499856.4
48568.0,18.0,1,0,11,40071.0,2,3,2011,1,1,297,5174,973,1,7,4860230.1
81222.0,13.0,0,0,100,23961.0,9,4,2013,1,1,6390,334,452,0,3,8129951.3
84978.0,63.0,1,1,65,50078.0,2,10,1990,0,0,9649,8176,212,0,9,8508647.0
3893.0,30.0,0,1,89,91809.0,8,9,1996,1,1,8765,9222,848,1,10,399892.6
93906.0,76.0,0,1,91,53942.0,2,9,2016,1,1,3561,8349,864,0,7,9400748.6
48736.0,97.0,1,1,89,86292.0,10,3,2014,0,0,167,6075,139,0,0,4885719.4
47275.0,91.0,0,0,86,4548.0,5,1,1990,0,1,5759,8084,768,0,8,4731933.0
52078.0,7.0,1,1,73,20372.0,10,4,2016,1,1,1864,2049,558,0,5,5217708.6
900.0,20.0,1,1,51,77438.0,1,4,2008,0,1,7384,549,715,1,5,100197.8
97428.0,2.0,1,0,76,7983.0,9,7,2009,1,1,2064,8068,832,0,3,9750656.9
25892.0,8.0,0,0,99,74322.0,8,4,2020,0,0,5495,8674,739,1,0,2593267.0
36108.0,69.0,1,1,2,57879.0,3,3,2001,0,1,4764,1961,289,1,8,3617759.1
82629.0,5.0,0,0,51,15024.0,10,8,2012,1,1,6941,1424,840,1,9,8267316.2
46068.0,84.0,1,0,43,9909.0,2,4,2011,0,0,3647,9609,870,1,9,4614136.1
21818.0,55.0,1,1,76,67738.0,3,4,2011,0,0,5746,3337,220,1,8,2195161.1
60307.0,34.0,0,0,31,86593.0,6,7,1991,0,1,9401,2016,230,0,2,6031864.1
42490.0,73.0,0,1,20,25477.0,10,3,2012,1,1,4773,3534,706,1,8,4252006.2
54879.0,79.0,1,0,6,77267.0,7,10,1999,1,1,7739,6621,818,1,2,5492312.9
81060.0,54.0,1,1,15,61691.0,2,2,2002,1,0,5925,9705,342,1,8,8113575.2
50479.0,3.0,0,1,73,39939.0,5,9,2020,0,0,4149,6785,188,0,5,5057657.0
8518.0,62.0,0,1,29,38519.0,10,1,2012,1,1,2261,8688,104,0,10,858004.2
67397.0,53.0,1,1,51,45539.0,6,2,2003,1,1,2690,4018,534,1,5,6749164.3
7764.0,45.0,0,0,11,38153.0,9,1,1998,1,1,4666,2621,459,0,4,777955.8
31741.0,97.0,0,1,89,29834.0,8,10,2004,1,0,6044,9099,675,1,3,3186350.4
26958.0,32.0,1,1,40,49753.0,8,2,2001,0,1,9038,919,575,0,0,2706761.1
68985.0,86.0,0,0,80,95557.0,1,1,2009,0,1,2680,3194,576,0,1,6901750.9
52912.0,87.0,1,1,15,29874.0,8,2,2001,0,0,2340,7491,687,1,6,5301627.1
30572.0,24.0,0,0,56,32061.0,3,9,2008,0,0,171,2208,401,1,2,3058110.8
54907.0,90.0,1,1,65,48911.0,9,5,2003,0,1,7442,1071,874,0,8,5495099.3
29589.0,45.0,1,1,76,83674.0,3,1,2006,1,0,3703,2398,130,0,1,2973362.6
123.0,61.0,0,0,1,33633.0,9,1,2011,0,1,9390,6219,922,0,9,13229.1
33550.0,8.0,0,1,76,72430.0,5,10,1999,0,0,6166,6962,554,0,4,3366345.9
7791.0,21.0,1,0,17,24052.0,6,10,1998,1,0,5524,6452,780,1,10,785517.8
45242.0,27.0,0,0,56,80016.0,8,9,2003,1,0,529,4812,120,1,9,4527632.3
23365.0,63.0,1,1,53,73093.0,9,1,2016,1,1,8296,6639,697,0,5,2343955.6
62757.0,74.0,0,1,31,70668.0,2,4,2006,0,0,5656,5336,761,0,5,6281435.6
24604.0,28.0,1,0,86,43736.0,4,8,2020,0,1,1129,5545,662,1,9,2472003.0
52141.0,65.0,0,1,40,12578.0,8,1,1999,1,1,6502,8866,866,0,5,5218700.9
27818.0,7.0,1,0,72,78380.0,8,5,1997,1,0,134,5758,515,1,2,2786587.7
99266.0,80.0,1,1,39,95079.0,2,10,2016,0,1,3627,6309,871,1,0,9932775.6
20537.0,98.0,0,0,44,9560.0,2,1,1994,0,1,7671,1046,610,0,6,2056267.4
77018.0,26.0,0,0,63,96615.0,1,10,2015,1,1,6578,8672,540,0,6,7704215.5
59302.0,85.0,1,1,31,10324.0,4,5,2007,1,0,4968,6928,826,1,7,5940173.7
20006.0,95.0,0,1,13,7216.0,4,5,2002,0,0,9833,7526,313,0,2,2006536.2
4809.0,39.0,0,1,48,80898.0,8,7,2003,1,0,4742,4187,923,0,6,484933.3
42065.0,22.0,0,0,68,19479.0,1,1,2001,1,1,7010,6508,108,1,4,4210618.1
93762.0,86.0,0,0,87,82538.0,10,6,2000,1,0,3878,2385,925,0,10,9385104.0
33002.0,61.0,1,1,10,23762.0,7,3,1995,0,0,7427,5746,547,1,6,3307651.5
77579.0,69.0,1,1,97,88798.0,6,1,1999,1,0,4850,5648,144,1,8,7767797.9
92304.0,75.0,1,0,53,54254.0,2,9,1996,1,0,2602,5931,783,0,5,9234228.6
39309.0,80.0,1,1,32,40747.0,4,3,2001,0,0,9448,6462,344,1,7,3939850.1
13123.0,42.0,1,1,8,39780.0,8,2,2020,1,1,4404,7490,122,0,10,1321158.0
34796.0,74.0,1,0,47,55362.0,1,9,2001,1,1,9407,9680,776,1,6,3483606.1
95012.0,50.0,1,0,57,72198.0,6,1,2009,1,1,1933,4452,558,0,6,9505478.9
71398.0,36.0,0,1,83,7116.0,5,4,1992,0,1,6475,5973,138,1,6,7143594.2
29570.0,78.0,0,1,45,13628.0,1,7,2011,0,0,7912,9276,240,0,9,2962411.1
24895.0,7.0,1,1,59,48046.0,6,2,2012,0,1,8541,5444,851,0,0,2496019.2
87045.0,61.0,1,0,19,72983.0,10,10,1992,0,0,7325,4603,237,0,4,8709780.2
40509.0,97.0,0,0,16,93542.0,8,8,1994,1,1,31,7473,611,1,7,4052267.4
98728.0,55.0,1,1,13,62222.0,9,3,2011,0,1,4040,9037,538,0,10,9880299.1
99145.0,95.0,1,1,48,28897.0,2,8,2011,1,0,3903,4181,852,0,10,9923111.1
94856.0,7.0,1,0,34,85635.0,3,2,1994,1,0,9235,9379,120,0,6,9488018.4
47654.0,53.0,1,1,97,76621.0,9,2,2013,0,1,5377,6422,312,0,8,4776062.3
49389.0,13.0,0,0,10,64991.0,10,1,1993,1,1,8664,1479,646,1,6,4940959.3
74600.0,64.0,0,0,21,90305.0,7,5,2014,0,1,6617,5061,226,1,1,7461192.4
70898.0,15.0,0,1,36,45160.0,7,6,2008,1,1,6794,7842,671,0,4,7092877.8
34053.0,39.0,1,0,42,75041.0,3,1,1991,0,0,9813,3777,142,1,10,3410530.1
48067.0,73.0,1,0,83,49934.0,1,9,2009,1,0,168,5013,636,1,6,4818874.9
78739.0,4.0,1,0,87,8318.0,10,3,2007,1,1,6589,8138,614,0,6,7883763.7
70277.0,90.0,0,1,82,52593.0,3,6,2019,0,0,9819,236,659,1,10,7035192.9
16817.0,53.0,0,1,100,7620.0,8,2,1998,0,0,9966,7012,812,0,0,1694147.8
69173.0,49.0,1,1,36,5724.0,5,5,2007,1,0,2803,7193,968,1,3,6929298.7
1344.0,86.0,0,0,10,87526.0,2,1,2016,0,1,2060,4922,605,0,1,135751.6
39383.0,13.0,0,0,97,45027.0,10,9,1994,0,1,33,3355,864,1,8,3948123.4
94186.0,56.0,0,0,61,66948.0,2,5,2012,0,1,1610,7498,707,0,0,9424530.2
72196.0,50.0,1,1,12,56655.0,4,6,2013,0,0,8722,3606,608,0,1,7225665.3
49557.0,62.0,1,0,85,40618.0,8,7,2020,1,0,5338,5943,977,1,7,4960553.0
76021.0,95.0,0,0,60,93388.0,2,1,2010,1,0,1192,1780,163,0,2,7603621.0
98678.0,95.0,1,1,3,75381.0,5,6,2003,0,1,6810,1391,556,1,3,9873512.3
35352.0,89.0,1,1,18,10826.0,8,2,2020,1,0,8670,8810,471,1,6,3540142.0
95065.0,1.0,1,1,49,85915.0,10,8,2009,1,1,4949,406,421,0,9,9516892.9
93684.0,24.0,1,0,35,94997.0,4,2,2016,0,0,6716,2267,291,1,8,9373516.6
71027.0,23.0,1,0,41,86625.0,10,5,2001,0,0,5770,7096,607,0,1,7109174.1
85558.0,48.0,1,0,83,55318.0,2,9,2017,0,1,7997,655,374,1,0,8568781.7
82978.0,41.0,0,0,62,81785.0,3,1,1997,1,0,6974,1471,578,0,3,8299837.7
36137.0,72.0,0,1,31,67680.0,8,4,2020,1,1,2452,659,421,1,9,3619989.0
10902.0,77.0,1,0,29,58057.0,3,5,1996,1,1,817,1834,582,0,8,1096338.6
13138.0,3.0,1,0,25,78252.0,1,3,2009,1,1,3239,4333,423,1,8,1319407.9
90576.0,95.0,0,0,96,55374.0,4,9,2009,0,0,4517,7002,298,0,4,9060592.9
94213.0,16.0,1,1,28,53733.0,6,5,2004,0,0,8927,3578,549,1,3,9430183.4
22421.0,30.0,0,0,46,21596.0,8,6,1996,1,0,6380,6562,776,0,10,2245981.6
67870.0,60.0,1,1,24,18153.0,4,3,2007,1,0,4460,9990,543,1,4,6793060.7
87057.0,72.0,1,1,95,88122.0,5,9,2016,1,0,7005,6635,630,0,1,8716422.6
50092.0,70.0,0,0,67,29402.0,4,5,2018,0,1,6506,9383,396,1,8,5014491.8
18523.0,38.0,1,0,31,31263.0,9,2,2001,0,0,6243,7616,154,1,9,1860031.1
87353.0,5.0,1,1,47,25992.0,8,3,1991,1,1,5013,5168,108,0,8,8745540.1
78859.0,10.0,1,0,93,2487.0,8,3,2015,0,1,6650,5840,240,0,7,7894713.5
25066.0,8.0,1,0,85,51042.0,8,1,1993,0,1,211,579,649,0,3,2516535.3
5598.0,10.0,0,0,38,94927.0,3,6,1994,0,1,5818,1570,825,0,0,562211.4
95828.0,54.0,1,0,62,76615.0,6,10,1994,1,1,1745,5190,269,1,4,9589468.4
50550.0,11.0,0,1,49,31498.0,2,8,1996,1,1,5305,30,533,0,3,5060805.6
55802.0,91.0,1,1,32,31192.0,2,7,2011,0,0,1112,1648,459,0,4,5588172.1
